full_name,eai_url,link,pdf_link,publication_date,data_source,publication,title,eai_match,affiliation,type,citations
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/3394486.3403366,,2020-08-01 00:00:00,ACM,KDD '20: Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,Climate Downscaling Using YNet: A Deep Convolutional Network with Skip Connections and Fusion,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3020948.3020961,,2016-06-01 00:00:00,ACM,UAI'16: Proceedings of the Thirty-Second Conference on Uncertainty in Artificial Intelligence,A generative block-diagonal model for clustering,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/3292500.3330692,,2019-07-01 00:00:00,ACM,KDD '19: Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,Nonparametric Mixture of Sparse Regressions on Spatio-Temporal Data -- An Application to Climate Prediction,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/3453892.3454006,,2021-06-01 00:00:00,ACM,PETRA '21: Proceedings of the 14th PErvasive Technologies Related to Assistive Environments Conference,Structurally Guided Channel Attention Networks: SGCA-Net,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/3453892.3454002,,2021-06-01 00:00:00,ACM,PETRA '21: Proceedings of the 14th PErvasive Technologies Related to Assistive Environments Conference,Automated ROP Diagnostic System based on Comparisons and U-Net Segmentation,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/1081870.1081977,,2005-08-01 00:00:00,ACM,KDD '05: Proceedings of the eleventh ACM SIGKDD international conference on Knowledge discovery in data mining,A multinomial clustering model for fast simulation of computer architecture designs,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/3219819.3219996,,2018-07-01 00:00:00,ACM,KDD '18: Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,Quantifying Uncertainty in Discrete-Continuous and Skewed Data with Bayesian Deep Learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1016/j.patcog.2008.05.019,,2008-12-01 00:00:00,ACM,Pattern Recognition (PATT),Impact of imputation of missing values on classification error for discrete data,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3023549.3023629,,2010-07-01 00:00:00,ACM,UAI'10: Proceedings of the Twenty-Sixth Conference on Uncertainty in Artificial Intelligence,Modeling multiple annotator expertise in the semi-supervised learning scenario,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1007/s10115-022-01782-6,,2022-12-01 00:00:00,ACM,Knowledge and Information Systems (KAIS),Graph transfer learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3454287.3454998,,2019-12-01 00:00:00,ACM,NIPS'19: Proceedings of the 33rd International Conference on Neural Information Processing Systems,Solving interpretable kernel dimension reduction,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/934710,,2001-01-01 00:00:00,ACM,,Feature selection for unsupervised learning applied to content-based image retrieval,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3382225.3382413,,2020-02-01 00:00:00,ACM,ASONAM '18: Proceedings of the 2018 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,Interactive kernel dimension alternative clustering on GPUs,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1002/sam.11238,,2014-08-01 00:00:00,ACM,Statistical Analysis and Data Mining (STADM),Editorial to the Special Issue of Selected Papers of SDM 2013,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/3292500.3330713,,2019-07-01 00:00:00,ACM,KDD '19: Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,A Severity Score for Retinopathy of Prematurity,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1016/j.patcog.2022.108688,,2022-10-01 00:00:00,ACM,Pattern Recognition (PATT),Sample complexity of rank regression using pairwise comparisons,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/347090.347168,,2000-08-01 00:00:00,ACM,KDD '00: Proceedings of the sixth ACM SIGKDD international conference on Knowledge discovery and data mining,Visualization and interactive feature selection for unsupervised data,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/1005332.1016787,,2004-12-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),Feature Selection for Unsupervised Learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/645529.657797,,2000-06-01 00:00:00,ACM,ICML '00: Proceedings of the Seventeenth International Conference on Machine Learning,Feature Subset Selection and Order Identification for Unsupervised Learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3122009.3176815,,2017-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),A robust-equitable measure for feature ranking and selection,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/2007183.2007189,,2011-07-01 00:00:00,ACM,ACM SIGOPS Operating Systems Review (SIGOPS),Virtual machine monitor-based lightweight intrusion detection,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3298483.3298497,,2017-02-01 00:00:00,ACM,AAAI'17: Proceedings of the Thirty-First AAAI Conference on Artificial Intelligence,Informative subspace learning for counterfactual inference,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/ICTAI.2004.7,,2004-11-01 00:00:00,ACM,ICTAI '04: Proceedings of the 16th IEEE International Conference on Tools with Artificial Intelligence,A Deterministic Method for Initializing K-Means Clustering,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/1367948.1367950,,2007-12-01 00:00:00,ACM,Intelligent Data Analysis (INDA),In search of deterministic methods for initializing K-means and Gaussian mixture clustering,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/1015330.1015393,,2004-07-01 00:00:00,ACM,ICML '04: Proceedings of the twenty-first international conference on Machine learning,Automated hierarchical mixtures of probabilistic principal component analyzers,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/1015330.1015427,,2004-07-01 00:00:00,ACM,ICML '04: Proceedings of the twenty-first international conference on Machine learning,A hierarchical method for multi-class support vector machines,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3042817.3043087,,2013-06-01 00:00:00,ACM,ICML'13: Proceedings of the 30th International Conference on International Conference on Machine Learning - Volume 28,Nonparametric mixture of Gaussian processes with constraints,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3104482.3104617,,2011-06-01 00:00:00,ACM,ICML'11: Proceedings of the 28th International Conference on International Conference on Machine Learning,A unified probabilistic model for global and local unsupervised feature selection,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/ICDM.2007.94,,2007-10-01 00:00:00,ACM,ICDM '07: Proceedings of the 2007 Seventh IEEE International Conference on Data Mining,Non-redundant Multi-view Clustering via Orthogonalization,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/1839490.1839496,,2010-10-01 00:00:00,ACM,ACM Transactions on Knowledge Discovery from Data (TKDD),Learning multiple nonredundant clusterings,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3104322.3104418,,2010-06-01 00:00:00,ACM,ICML'10: Proceedings of the 27th International Conference on International Conference on Machine Learning,From transformation-based dimensionality reduction to feature selection,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1016/j.neunet.2022.02.001,,2022-05-01 00:00:00,ACM,Neural Networks (NENE),Deep Bayesian Unsupervised Lifelong Learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/1964897.1964910,,2011-03-01 00:00:00,ACM,ACM SIGKDD Explorations Newsletter (SIGKDD),"MultiClust 2010: discovering, summarizing and using multiple clusterings",False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3104322.3104428,,2010-06-01 00:00:00,ACM,ICML'10: Proceedings of the 27th International Conference on International Conference on Machine Learning,Multiple non-redundant spectral clustering views,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/TPAMI.2003.1182100,,2003-03-01 00:00:00,ACM,IEEE Transactions on Pattern Analysis and Machine Intelligence (ITPM),Unsupervised Feature Selection Applied to Content-Based Retrieval of Lung Images,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/TPAMI.2013.180,,2014-07-01 00:00:00,ACM,IEEE Transactions on Pattern Analysis and Machine Intelligence (ITPM),Iterative Discovery of Multiple AlternativeClustering Views,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/SERE-C.2014.19,,2014-06-01 00:00:00,ACM,SERE-C '14: Proceedings of the 2014 IEEE Eighth International Conference on Software Security and Reliability-Companion,System Call Anomaly Detection Using Multi-HMMs,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/RSP.2005.24,,2005-06-01 00:00:00,ACM,RSP '05: Proceedings of the 16th IEEE International Workshop on Rapid System Prototyping,Enabling a Real-Time Solution for Neuron Detection with Reconfigurable Hardware,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/TPAMI.2023.3237667,,2023-07-01 00:00:00,ACM,IEEE Transactions on Pattern Analysis and Machine Intelligence (ITPM),Transforming Complex Problems Into K-Means Solutions,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1080/10556780802102750,,2008-08-01 00:00:00,ACM,Optimization Methods & Software (OPMS),Fast semi-supervised SVM classifiers using a priori metric information,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3104482.3104628,,2011-06-01 00:00:00,ACM,ICML'11: Proceedings of the 28th International Conference on International Conference on Machine Learning,Active learning from crowds,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/1046192.1046232,,2005-02-01 00:00:00,ACM,FPGA '05: Proceedings of the 2005 ACM/SIGDA 13th international symposium on Field-programmable gate arrays,Enabling a RealTime Solution for Neuron Detection with Reconfigurable Hardware (abstract only),False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/1699872.1700213,,2009-06-01 00:00:00,ACM,ISBI'09: Proceedings of the Sixth IEEE international conference on Symposium on Biomedical Imaging: From Nano to Macro,Localizing the dermis/epidermis boundary in reflectance confocal microscopy images with a hybrid classification algorithm,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/1855963.1856077,,2010-04-01 00:00:00,ACM,ISBI'10: Proceedings of the 2010 IEEE international conference on Biomedical imaging: from nano to Macro,"3D level set esophagus segmentation in thoracic CT images using spatial, appearance and shape models",False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/ICMLA.2011.70,,2011-12-01 00:00:00,ACM,ICMLA '11: Proceedings of the 2011 10th International Conference on Machine Learning and Applications  and  Workshops - Volume 01,Feature Selection Metric Using AUC Margin for Small Samples and Imbalanced Data Classification Problems,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/1835804.1835831,,2010-07-01 00:00:00,ACM,KDD '10: Proceedings of the 16th ACM SIGKDD international conference on Knowledge discovery and data mining,Medical coding classification by leveraging inter-code relationships,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/ICDM.2012.143,,2012-12-01 00:00:00,ACM,ICDM '12: Proceedings of the 2012 IEEE 12th International Conference on Data Mining,Feature Weighting and Selection Using Hypothesis Margin of Boosting,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/ICTAI.2011.138,,2011-11-01 00:00:00,ACM,ICTAI '11: Proceedings of the 2011  IEEE 23rd International Conference on Tools with Artificial Intelligence,A Novel Feature Selection for Intrusion Detection in Virtual Machine Environments,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1007/11871842_43,,2006-09-01 00:00:00,ACM,ECML'06: Proceedings of the 17th European conference on Machine Learning,Batch classification with applications in computer aided diagnosis,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/1661445.1661648,,2009-07-01 00:00:00,ACM,IJCAI'09: Proceedings of the 21st International Joint Conference on Artificial Intelligence,Multi-class classifiers and their underlying shared structure,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1007/s10994-014-5445-0,,2015-01-01 00:00:00,ACM,Machine Language (MALE),"MultiClust special issue on discovering, summarizing and using multiple clusterings",False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/2886521.2886556,,2015-01-01 00:00:00,ACM,AAAI'15: Proceedings of the Twenty-Ninth AAAI Conference on Artificial Intelligence,A sparse combined regression-classification formulation for learning a physiological alternative to clinical post-traumatic stress disorder scores,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1007/978-3-030-00889-5_10,,2018-09-01 00:00:00,ACM,Deep Learning in Medical Image Analysis and Multimodal Learning for Clinical Decision Support,Active Deep Learning with Fisher Information for Patch-Wise Semantic Segmentation,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/1577069.1577077,,2009-06-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),Using Local Dependencies within Batches to Improve Large Margin Classifiers,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3122009.3122043,,2017-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),Asymptotic analysis of objectives based on fisher information in active learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/2420936.2420940,,2012-09-01 00:00:00,ACM,SRAS '12: Proceedings of the First International Workshop on Secure and Resilient Architectures and Systems,Securing cloud storage systems through a virtual machine monitor,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/2623330.2623750,,2014-08-01 00:00:00,ACM,KDD '14: Proceedings of the 20th ACM SIGKDD international conference on Knowledge discovery and data mining,Dual beta process priors for latent cluster discovery in chronic obstructive pulmonary disease,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/MASCOTS.2011.63,,2011-07-01 00:00:00,ACM,"MASCOTS '11: Proceedings of the 2011 IEEE 19th Annual International Symposium on Modelling, Analysis, and Simulation of Computer and Telecommunication Systems",Workload Characterization at the Virtualization Layer,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1007/s10994-013-5412-1,,2014-06-01 00:00:00,ACM,Machine Language (MALE),Learning from multiple annotators with varying expertise,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/2420936.2420939,,2012-09-01 00:00:00,ACM,SRAS '12: Proceedings of the First International Workshop on Secure and Resilient Architectures and Systems,Enhanced boosting-based algorithm for intrusion detection in virtual machine environments,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/ICPR.2010.962,,2010-08-01 00:00:00,ACM,ICPR '10: Proceedings of the 2010 20th International Conference on Pattern Recognition,Locally Deformable Shape Model to Improve 3D Level Set Based Esophagus Segmentation,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/ICDM.2015.74,,2015-11-01 00:00:00,ACM,ICDM '15: Proceedings of the 2015 IEEE International Conference on Data Mining (ICDM),Domain Induced Dirichlet Mixture of Gaussian Processes: An Application to Predicting Disease Progression in Multiple Sclerosis Patients,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/ICDM.2012.51,,2012-12-01 00:00:00,ACM,ICDM '12: Proceedings of the 2012 IEEE 12th International Conference on Data Mining,GPU-Accelerated Feature Selection for Outlier Detection Using the Local Kernel Density Ratio,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/1401890.1401998,,2008-08-01 00:00:00,ACM,KDD '08: Proceedings of the 14th ACM SIGKDD international conference on Knowledge discovery and data mining,Learning methods for lung tumor markerless gating in image-guided radiotherapy,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/DySPAN.2019.8935862,,2019-11-01 00:00:00,ACM,2019 IEEE International Symposium on Dynamic Spectrum Access Networks (DySPAN),Finding a &#x2018;New&#x2019; Needle in the Haystack: Unseen Radio Detection in Large Populations Using Deep Learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3495724.3496846,,2020-12-01 00:00:00,ACM,NIPS'20: Proceedings of the 34th International Conference on Neural Information Processing Systems,Instance-wise feature grouping,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/ICMLA.2010.127,,2010-12-01 00:00:00,ACM,ICMLA '10: Proceedings of the 2010 Ninth International Conference on Machine Learning and Applications,Effective Virtual Machine Monitor Intrusion Detection Using Feature Selection on Highly Imbalanced Data,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/TIP.2016.2615291,,2017-01-01 00:00:00,ACM,IEEE Transactions on Image Processing (TIP),A Marked Poisson Process Driven Latent Shape Model for 3D Segmentation of Reflectance Confocal Microscopy Image Stacks of Human Skin,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3618408.3619929,,2023-07-01 00:00:00,ACM,ICML'23: Proceedings of the 40th International Conference on Machine Learning,DualHSIC: HSIC-bottleneck and alignment for continual learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3305381.3305451,,2017-08-01 00:00:00,ACM,ICML'17: Proceedings of the 34th International Conference on Machine Learning - Volume 70,Multiple clustering views from multiple uncertain experts,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1016/j.ijhcs.2008.12.005,,2009-05-01 00:00:00,ACM,International Journal of Human-Computer Studies (IJHC),A fuzzy logics clustering approach to computing human attention allocation using eyegaze movement cue,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1007/978-3-030-00934-2_33,,2018-09-01 00:00:00,ACM,Medical Image Computing and Computer Assisted Intervention – MICCAI 2018,A Multiresolution Convolutional Neural Network with Partial Label Training for Annotating Reflectance Confocal Microscopy Images of Skin,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/3530693,,2022-07-01 00:00:00,ACM,ACM Transactions on Knowledge Discovery from Data (TKDD),Spectral Ranking Regression,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3495724.3496734,,2020-12-01 00:00:00,ACM,NIPS'20: Proceedings of the 34th International Conference on Neural Information Processing Systems,Neural topographic factor analysis for fMRI data,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/2939672.2939705,,2016-08-01 00:00:00,ACM,KDD '16: Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,A Non-parametric Approach to Detect Epileptogenic Lesions using Restricted Boltzmann Machines,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/2980765.2980769,,2016-08-01 00:00:00,ACM,ACM SIGKDD Explorations Newsletter (SIGKDD),"MultiClust 2013: Multiple Clusterings, Multiview Data, and Multisource Knowledgedriven Clustering: [Workshop Report]",False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3454287.3454398,,2019-12-01 00:00:00,ACM,NIPS'19: Proceedings of the 33rd International Conference on Neural Information Processing Systems,Online sampling from log-concave distributions,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3304889.3304965,,2018-07-01 00:00:00,ACM,IJCAI'18: Proceedings of the 27th International Joint Conference on Artificial Intelligence,Experimental design under the bradley-terry model,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/3442442.3453701,,2021-06-01 00:00:00,ACM,WWW '21: Companion Proceedings of the Web Conference 2021,Summary of Tutorials at The Web Conference 2021,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3625834.3625844,,2023-07-01 00:00:00,ACM,UAI '23: Proceedings of the Thirty-Ninth Conference on Uncertainty in Artificial Intelligence,Bayesian inference approach for entropy regularized reinforcement learning with stochastic dynamics,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3454287.3455364,,2019-12-01 00:00:00,ACM,NIPS'19: Proceedings of the 33rd International Conference on Neural Information Processing Systems,Fast and provable ADMM for learning with generative priors,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/TITB.2009.2033471,,2009-11-01 00:00:00,ACM,IEEE Transactions on Information Technology in Biomedicine (TITB),Monitoring motor fluctuations in patients with Parkinson's disease using wearable sensors,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/MILCOM47813.2019.9021079,,2019-11-01 00:00:00,ACM,MILCOM 2019 - 2019 IEEE Military Communications Conference (MILCOM),Impairment Shift Keying: Covert Signaling by Deep Learning of Controlled Radio Imperfections,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1016/j.neunet.2019.06.004,,2019-10-01 00:00:00,ACM,Neural Networks (NENE),Classification and comparison via neural networks,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/315149.315448,,1999-07-01 00:00:00,ACM,AAAI '99/IAAI '99: Proceedings of the sixteenth national conference on Artificial intelligence and the eleventh Innovative applications of artificial intelligence conference innovative applications of artificial intelligence,"Content-based retrieval from medical image databases: a synergy of human interaction, machine learning and computer vision",False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1007/978-3-031-19809-0_36,,2022-10-01 00:00:00,ACM,Computer Vision – ECCV 2022,DualPrompt: Complementary Prompting for Rehearsal-Free Continual Learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/INFOCOM41043.2020.9155259,,2020-07-01 00:00:00,ACM,IEEE INFOCOM 2020 - IEEE Conference on Computer Communications,Exposing the Fingerprint: Dissecting the Impact of the Wireless Channel on Radio Fingerprinting,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3322706.3361996,,2019-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),Neural architecture search: a survey,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3625834.3626038,,2023-07-01 00:00:00,ACM,UAI '23: Proceedings of the Thirty-Ninth Conference on Uncertainty in Artificial Intelligence,Birds of an odd feather: guaranteed out-of-distribution (OOD) novel category detection,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3455716.3455912,,2020-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),Successor features combine elements of model-free and model-based reinforcement learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/3448139.3448200,,2021-04-01 00:00:00,ACM,LAK21: LAK21: 11th International Learning Analytics and Knowledge Conference,Yet Another Predictive Model? Fair Predictions of Students’ Learning Outcomes in an Online Math Learning Platform,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1016/j.patrec.2007.11.012,,2008-04-01 00:00:00,ACM,Pattern Recognition Letters (PTRL),Consensus unsupervised feature ranking from multiple views,False,,,0
